,address,checkins,city,country,created,icon,id,latitude,longitude,title,type,updated
0,Мячковский б-р 3а,435,1,1,1280741941,https://vk.com/images/places/clubs.png,1,55.657941,37.751574,Baila Baila,4,1487519142.0
1,Дачная 2а,14,123,1,1280741941,https://vk.com/images/places/clubs.png,2,53.202017,50.141377,Lust,4,1483478197.0
2,Лени Голикова 29,8,2,1,1280741941,https://vk.com/images/places/clubs.png,3,59.843376,30.23148,Тайфун,4,1486398333.0
3,Героев Танкограда 63,8,158,1,1280741941,https://vk.com/images/places/clubs.png,4,55.174954,61.451611,Hollywood,4,1470157376.0
4,Мусы Джалиля 14К1,38,99,1,1280741941,https://vk.com/images/places/clubs.png,5,54.860834,83.091932,Барабас,4,1488719884.0
5,Мусы Джалиля 14,6,99,1,1280741941,https://vk.com/images/places/clubs.png,6,54.861114,83.091415,Опера,4,1471622459.0
6,Труда 153,15,158,1,1280741941,https://vk.com/images/places/clubs.png,7,55.166948,61.395017,Малахит,4,1470755251.0
7,Сони Кривой 81,3,158,1,1280741941,https://vk.com/images/places/clubs.png,8,55.157006,61.365395,Полет,4,1455942973.0
8,просп. Ленина 66а,161,158,1,1280741941,https://vk.com/images/places/clubs.png,9,55.160365,61.380302,Уральские пельмени,4,1488790394.0
9,Гурьянова 31,13,1,1,1280741941,https://vk.com/images/places/clubs.png,10,55.684858,37.7183,Salvador Dali,4,1445916103.0
10,Энгельса 1К1,1,99,1,1280741941,https://vk.com/images/places/clubs.png,11,54.871906,83.106557,Четыре комнаты,4,1485185205.0
11,Железноводская 68,3,2,1,1280741941,https://vk.com/images/places/clubs.png,12,59.949213,30.234373,Занзибар,4,1464970951.0
12,ул.Красная 24,2,2,1,1280741941,https://vk.com/images/places/clubs.png,13,59.960462,30.286592,Проект,4,1424342052.0
13,Полтавская 7,3,2,1,1280741941,https://vk.com/images/places/clubs.png,14,59.92672,30.368536,La,4,1443370445.0
14,2-я Брестская 6,5,1,1,1280741941,https://vk.com/images/places/clubs.png,15,55.770968,37.591562,Моспроект,4,1444136906.0
15,2-ая Боровая 11б,4,10,1,1280741941,https://vk.com/images/places/clubs.png,16,48.721596,44.535346,Зажигалка,4,1487744022.0
16,Мира 23,2,49,1,1280741941,https://vk.com/images/places/clubs.png,17,56.840941,60.652137,Центр мира,4,1484292974.0
17,Московский проспект 20,6,99,1,1280741941,https://vk.com/images/places/clubs.png,18,55.029394,82.933293,The Past Pavilion,4,1408181395.0
18,Ланское ш. 15,20,2,1,1280741941,https://vk.com/images/places/clubs.png,19,59.991147,30.307604,Вертеп Карабаса Барабаса,4,1483213887.0
19,Лубянский пр. 25К1,0,1,1,1280741941,https://vk.com/images/places/clubs.png,20,55.757116,37.63146,Дом Кукера,4,1344699423.0
20,Литейный пр. ,8,158,1,1280741941,https://vk.com/images/places/clubs.png,21,55.151862,61.304467,Летняя веранда Geometria,4,1400922818.0
21,Новослободская 26,2,1,1,1280741941,https://vk.com/images/places/clubs.png,22,55.783104,37.598025,Хроника-бар,4,1398172658.0
22,Черноморская 37а,0,72,1,1280741941,https://vk.com/images/places/clubs.png,23,45.030744,39.107527,Какаду,4,1432388193.0
23,ская 208,0,72,1,1280741941,https://vk.com/images/places/clubs.png,24,55.676783,37.762449,СУ-27,4,1449301456.0
24,Богданова 138,5,72,1,1280741941,https://vk.com/images/places/clubs.png,25,45.020991,39.000241,Кокос,4,1450843425.0
25,Северная 620,6,72,1,1280741941,https://vk.com/images/places/clubs.png,26,45.039534,38.979894,Распутин,4,1347860252.0
26,Мира 1б,1,151,1,1280741941,https://vk.com/images/places/clubs.png,27,54.813967,56.059096,Goldy,4,1480202182.0
27,1-я Останкинская 23,4,1,1,1280741941,https://vk.com/images/places/clubs.png,28,55.82439,37.622387,Club 23,4,1478494262.0
28,Ленина 119,1,49,1,1280741941,https://vk.com/images/places/clubs.png,29,56.839774,60.615122,Камелот,4,1375732133.0
29,ул. 8 Марта 13,5,49,1,1280741941,https://vk.com/images/places/clubs.png,30,56.83615,60.600448,Down Town,4,1348161178.0
30,Кирова 113К2,5,99,1,1280741941,https://vk.com/images/places/clubs.png,31,55.013007,82.954521,Небо,4,1485262239.0
31,Щелковское ш. 5,3,1,1,1280741941,https://vk.com/images/places/clubs.png,32,55.80402,37.755266,Каста,4,1476629730.0
32,Зеленодольская 43,9,1,1,1280741941,https://vk.com/images/places/clubs.png,33,55.702617,37.766585,Campanello,4,1418312932.0
33, 15,17,1,1,1280741941,https://vk.com/images/places/clubs.png,34,55.930433,37.852652,Atoll,4,1487145750.0
34,Покровка 18К18,49,1,1,1280741941,https://vk.com/images/places/clubs.png,35,55.758808,37.646435,Карибы,4,1464394100.0
35,наб. Мартынова 94,11,2,1,1280741941,https://vk.com/images/places/clubs.png,36,59.975815,30.245647,RT-1,4,1431799139.0
36,пр. Большевиков 59б,3,123,1,1280741941,https://vk.com/images/places/clubs.png,37,53.211897,50.209922,Золотая чаша,4,1484323377.0
37,М. Сухаревская пл. 70а,2,57,1,1280741941,https://vk.com/images/places/clubs.png,38,52.342141,104.213358,Barracuda,4,1469999342.0
38,Кастанаевская 38,3,1,1,1280741941,https://vk.com/images/places/clubs.png,39,55.73587,37.479627,Стрела,4,1427931040.0
39,7-й Северный Форт ,0,57,1,1280741941,https://vk.com/images/places/clubs.png,40,52.313021,104.27568,Leto Project,4,
40,новочеркасский 29К1,176,1,1,1280741941,https://vk.com/images/places/clubs.png,41,55.653665,37.76672,Жажда,4,1488936401.0
41,Ланское шоссе 48,0,42,1,1280741941,https://vk.com/images/places/clubs.png,42,51.680157,39.175467,Tarantul,4,1352796109.0
42,Комсомольская 2,12,151,1,1280741941,https://vk.com/images/places/clubs.png,43,54.737465,55.990797,Sova,4,1487875573.0
43,просп. Мира 119,4,1,1,1280741941,https://vk.com/images/places/clubs.png,44,55.828703,37.633688,M-Club,4,1343241861.0
44,просп. Мира 150,13,1,1,1280741941,https://vk.com/images/places/clubs.png,45,55.822463,37.646768,Happyland,4,1477952343.0
45,Маяковского 65К1,65,1,1,1280741941,https://vk.com/images/places/clubs.png,46,55.730466,37.623726,FAQ-Caf?,4,1450637272.0
46,Волков пер. 13К1,1,1,1,1280741941,https://vk.com/images/places/clubs.png,47,55.76365,37.574013,Все свои,4,1398891495.0
47,3-я ул. Ямского поля 15,5,1,1,1280741941,https://vk.com/images/places/clubs.png,48,55.782486,37.579381,Мажор Холл,4,1481352467.0
48,Попова 6,1,49,1,1280741941,https://vk.com/images/places/clubs.png,49,56.83617,60.592444,Tele-port,4,1339512172.0
49,Дачная 2,13,123,1,1280741941,https://vk.com/images/places/clubs.png,50,53.20206,50.141302,Айсберг,4,1484216419.0
50,Толмачева 12,3,49,1,1280741941,https://vk.com/images/places/clubs.png,51,56.838258,60.61024,Квартира,4,1317407641.0
51,Блюхера 58,7,49,1,1280741941,https://vk.com/images/places/clubs.png,52,56.846095,60.632455,F1,4,1489065837.0
52,Тельмана 46,4,72,1,1280741941,https://vk.com/images/places/clubs.png,53,45.04084,38.987512,V-Twin,4,1450563400.0
53,Большой просп. П.С. 43,4,2,1,1280741941,https://vk.com/images/places/clubs.png,54,59.960769,30.304882,Держись,4,1481833684.0
54,просп. Ленина 97,0,87,1,1280741941,https://vk.com/images/places/clubs.png,55,68.975689,33.094932,Умка,4,1334576477.0
55,Летниковская 6а,3,1,1,1280741941,https://vk.com/images/places/clubs.png,56,55.726056,37.644585,Восточный дом,4,1476253334.0
56,Холодильный пер. 3,52,1,1,1280741941,https://vk.com/images/places/clubs.png,57,55.708917,37.625451,Tuning Hall,4,1478730326.0
57,Первомайская ул. 16,0,49,1,1280741941,https://vk.com/images/places/clubs.png,58,56.817774,60.676729,PV,4,1337959046.0
58,Б.Никитская 19К13,0,1,1,1280741941,https://vk.com/images/places/clubs.png,59,55.756974,37.600963,Blues Time,4,
59,Паустовского 8К1,9,1,1,1280741941,https://vk.com/images/places/clubs.png,60,55.599072,37.538373,Икенга,4,1444593384.0
60,Санкт-Петербургскийский 6,0,158,1,1280741941,https://vk.com/images/places/clubs.png,61,55.157428,61.394918,Sugar Free,4,1408264235.0
61,Московский просп. 97,1,2,1,1280741941,https://vk.com/images/places/clubs.png,62,59.893231,30.317243,Моссoncert,4,1464604059.0
62,Новопесчаная 12,9,1,1,1280741941,https://vk.com/images/places/clubs.png,63,55.798849,37.513233,Питер,4,1487458011.0
63,Берсеневская наб. 6К3,14,1,1,1280741941,https://vk.com/images/places/clubs.png,64,55.740603,37.609254,Палитра,4,1387435202.0
64,Театральный пр. 3К3,80,1,1,1280741941,https://vk.com/images/places/clubs.png,65,55.759993,37.622603,Мастерская,4,1474554797.0
65,Новослободская 46,2,1,1,1280741941,https://vk.com/images/places/clubs.png,66,55.785792,37.595609,Рэй,4,1350145859.0
66,Донская 15,4,1,1,1280741941,https://vk.com/images/places/clubs.png,67,55.723693,37.608113,Newton Bar,4,1408196873.0
67,Вавилова 65,9,1,1,1280741941,https://vk.com/images/places/clubs.png,68,55.684655,37.554394,X.O.,4,1463143649.0
68,Дзержинского 98а,3,134,1,1280741941,https://vk.com/images/places/clubs.png,69,45.044998,41.978031,Live city dance hall,4,1461591668.0
69,Ломоносова 72К2,0,72,1,1280741941,https://vk.com/images/places/clubs.png,70,45.022074,38.979418,Караганда,4,1347262494.0
70,Стартовая 19а,4,483,1,1280741941,https://vk.com/images/places/clubs.png,71,55.837879,37.300431,Пятница,4,1465751310.0
71,Подзеленье ,82,169,1,1280741941,https://vk.com/images/places/clubs.png,72,57.621166,39.897002,Мед,4,1482030724.0
72,Дачная 2,31,123,1,1280741941,https://vk.com/images/places/clubs.png,73,53.201974,50.141302,Оперетта,4,1402788034.0
73,Комендантский 47,21,2,1,1280741941,https://vk.com/images/places/clubs.png,74,59.89973,30.289799,Place,4,1487878373.0
74,Токарей 24,1,49,1,1280741941,https://vk.com/images/places/clubs.png,75,56.837957,60.561362,Mixx,4,1412055932.0
75,Профессора Баранова 34,1,61,1,1280741941,https://vk.com/images/places/clubs.png,76,54.721312,20.510802,Moon,4,1350827048.0
76,Металлистов 10,10,49,1,1280741941,https://vk.com/images/places/clubs.png,77,56.810847,61.331191,Riviera,4,1448539284.0
77,Большая Монетная 7,6,1,1,1280741941,https://vk.com/images/places/clubs.png,78,55.725706,37.673457,Tabula Rasa,4,1440187616.0
78,Профсоюзная 27К1,2,1,1,1280741941,https://vk.com/images/places/clubs.png,79,55.673869,37.559505,Джазман,4,1469052377.0
79,Опалихинская 15,0,49,1,1280741941,https://vk.com/images/places/clubs.png,80,56.848699,60.564452,City,4,1422889469.0
80,ул. Казанская 7,0,2,1,1280741941,https://vk.com/images/places/clubs.png,81,59.933519,30.323863,Kvartal,4,1343684308.0
81,Куйбышева 4,0,110,1,1280741941,https://vk.com/images/places/clubs.png,82,58.014536,56.232632,Loco,4,
82,Гоголя 1,8,112,1,1280741941,https://vk.com/images/places/clubs.png,83,61.783937,34.366201,"""Barcelona"" Cafe-Bar-Club",4,1389215639.0
83,промзона 1а,1,95,1,1280741941,https://vk.com/images/places/clubs.png,84,56.34282,43.835082,Рим,4,1353399862.0
84,М.Бронная 10,1,1,1,1280741941,https://vk.com/images/places/clubs.png,85,55.760722,37.596669,Rush,4,1391184609.0
85,Ниж.Сусальный пер. 5К15а,10,1,1,1280741941,https://vk.com/images/places/clubs.png,86,55.76129,37.663068,Воздух,4,1351503991.0
86,Таганская 2,2,1,1,1280741941,https://vk.com/images/places/clubs.png,87,55.73549,37.616953,Mixtura,4,1354090093.0
87,просп. Энгельса 154,0,2,1,1280741941,https://vk.com/images/places/clubs.png,88,60.058668,30.336112,Запой,4,
88,Крымский вал 3К2,4,1,1,1280741941,https://vk.com/images/places/clubs.png,89,55.72927,37.609124,Pridebar,4,1447351752.0
89,Б.Златоустинский пер. 7,75,1,1,1280741941,https://vk.com/images/places/clubs.png,90,55.758686,37.632768,Bourbon Street,4,1487360669.0
90,М.Посадская 19,1,2,1,1280741941,https://vk.com/images/places/clubs.png,91,59.957859,30.330169,Антресоль,4,1365719750.0
91,1-й Смоленский пер. 3,4,1,1,1280741941,https://vk.com/images/places/clubs.png,92,55.746608,37.57969,Mafia,4,1353429568.0
92,Новозаводская 27,9,1,1,1280741941,https://vk.com/images/places/clubs.png,93,55.749729,37.498788,Главклуб,4,1440799301.0
93,Земляной Вал 75,24,1,1,1280741941,https://vk.com/images/places/clubs.png,94,55.745985,37.655975,Double Bourbon,4,1488996719.0
94,Баррикадная 5,10,859,1,1280741941,https://vk.com/images/places/clubs.png,95,55.910276,37.856758,The Best Club,4,1485000981.0
95,Таганская пл. 20К13,0,1,1,1280741941,https://vk.com/images/places/clubs.png,96,55.7664,37.667137,Studio 54,4,
96,пл. Ломоносова 2К4,0,57,1,1280741941,https://vk.com/images/places/clubs.png,97,52.262714,104.241476,Полигон,4,1343052876.0
97,Паустовского 8К1,8,1,1,1280741941,https://vk.com/images/places/clubs.png,98,55.599072,37.538273,Шпилька,4,1423505049.0
98,Дубининская 69,2,1,1,1280741941,https://vk.com/images/places/clubs.png,99,55.714921,37.634502,Serebro,4,1460235700.0
99,просп. Испытателей 26К2,14,2,1,1280741941,https://vk.com/images/places/clubs.png,100,60.005873,30.269416,Vinyl Story Club,4,1439145994.0
100,Хорошевское ш. 39,10,1,1,1280741941,https://vk.com/images/places/clubs.png,101,55.777282,37.513682,Закрома Родины,4,1486991368.0
101,Волгоградский пр. 6К1,2,1,1,1280741941,https://vk.com/images/places/clubs.png,102,55.819257,37.564918,Shambor,4,1429364458.0
102,Красная 174,6,72,1,1280741941,https://vk.com/images/places/clubs.png,103,45.044215,38.978466,Infiniti,4,1406984147.0
103,Пестеля 7,10,2,1,1280741941,https://vk.com/images/places/clubs.png,104,59.94188,30.341479,Китайский летчик Джао Да,4,1352833107.0
104,Тимирязевская 11,0,1,1,1280741941,https://vk.com/images/places/clubs.png,105,55.598843,37.516171,Dark Woods,4,1280943098.0
105,Бутырский Вал 5,17,1,1,1280741941,https://vk.com/images/places/clubs.png,106,55.779474,37.58526,Жара,4,1367524324.0
106,Декабристов 81,2,60,1,1280741941,https://vk.com/images/places/clubs.png,107,55.818523,49.092239,Neo Territory,4,1427264345.0
107,Полярные Зори 51К33,0,87,1,1280741941,https://vk.com/images/places/clubs.png,108,67.374576,32.503702,Декабрь,4,
108,Комсомольская пл. 89,0,123,1,1280741941,https://vk.com/images/places/clubs.png,109,53.215343,50.24581,Движение,4,1439476666.0
109,просп. Гагарина 29,5,95,1,1280741941,https://vk.com/images/places/clubs.png,110,56.292438,43.979845,Затерянный рай,4,1408089250.0
110,М.Дмитровка 23К15,0,1,1,1280741941,https://vk.com/images/places/clubs.png,111,55.770578,37.604915,Синяя птица,4,1439145999.0
111,просп. Ленина 46,0,146,1,1280741941,https://vk.com/images/places/clubs.png,112,54.184551,37.607601,Анастасия,4,1484314176.0
112,Кадашевская наб. 6К1,29,1,1,1280741941,https://vk.com/images/places/clubs.png,113,55.742833,37.617186,Третьяков,4,1399641889.0
113,просп. Победы 168,5,158,1,1280741941,https://vk.com/images/places/clubs.png,114,55.184896,61.399338,Такси-блюз,4,1420577614.0
114,Рабоче-Крестьянская 2К1,4,10,1,1280741941,https://vk.com/images/places/clubs.png,115,48.699629,44.503815,Калипсо,4,1476551882.0
115,М.Сухаревская пл. К38,5,1,1,1280741941,https://vk.com/images/places/clubs.png,116,55.785017,37.53287,Арсенал,4,1431089197.0
116,Мясницкая 13,0,1,1,1280741941,https://vk.com/images/places/clubs.png,117,55.762449,37.632395,Вос-дух,4,1354178187.0
117,Карла Маркса 68,2,42,1,1280741941,https://vk.com/images/places/clubs.png,118,51.663663,39.206297,Bit Town,4,1335199529.0
118,Красная 139,2,72,1,1280741941,https://vk.com/images/places/clubs.png,119,45.044979,38.977029,Барсук,4,1418831110.0
119,Энгельса 107,3,158,1,1280741941,https://vk.com/images/places/clubs.png,120,55.148765,61.381075,Парк,4,1415599933.0
120,Красная 36,8,112,1,1280741941,https://vk.com/images/places/clubs.png,121,61.789079,34.353688,Контакт,4,1481130988.0
121,Ставропольская 12,36,112,1,1280741941,https://vk.com/images/places/clubs.png,122,61.810098,34.332272,Территория,4,1458425503.0
122,Новокузнецкая 59а,3,158,1,1280741941,https://vk.com/images/places/clubs.png,123,55.162947,61.389232,Монте-Карло,4,1481646028.0
123,Свободы 46,11,169,1,1280741941,https://vk.com/images/places/clubs.png,124,57.626034,39.869164,Старый город,4,1451071519.0
124,Сергея Макеева 9,191,1,1,1280741941,https://vk.com/images/places/clubs.png,125,55.761629,37.550837,Milk,4,1459975519.0
125,Рогожский Вал 6К2,3,1,1,1280741941,https://vk.com/images/places/clubs.png,126,55.742767,37.674526,Platina,4,1369337619.0
126,Менделеевская 2,0,146,1,1280741941,https://vk.com/images/places/clubs.png,127,54.191984,37.623555,Бригантина,4,1316065486.0
127,Ясная 2,1,49,1,1280741941,https://vk.com/images/places/clubs.png,128,56.816336,60.584691,Партия,4,1354719461.0
128,Волгоградский просп. 3,5,2,1,1280741941,https://vk.com/images/places/clubs.png,129,59.962944,30.412051,Free for Fun,4,1421259625.0
129,Лубянский пр. 15К2,2,1,1,1280741941,https://vk.com/images/places/clubs.png,130,55.756619,37.632489,Ля Мур,4,1485939118.0
130,Газеты «Звезда» 38б,3,110,1,1280741941,https://vk.com/images/places/clubs.png,131,58.007494,56.248559,New Star,4,1407073258.0
131,Беговая ул. 47,5,49,1,1280741941,https://vk.com/images/places/clubs.png,132,56.809497,60.601184,Red Cafe,4,1489176765.0
132,Маршала Казакова 13,9,2,1,1280741941,https://vk.com/images/places/clubs.png,133,59.860075,30.236709,Pickup Night Club,4,1479033081.0
133,Страстной б-р 8а,8,1,1,1280741941,https://vk.com/images/places/clubs.png,134,55.766258,37.610867,Babуlon Private Club,4,1389480417.0
134,Летниковская 11К10,124,1,1,1280741941,https://vk.com/images/places/clubs.png,135,55.724545,37.646372,Форум холл,4,1479193606.0
135,Малышева 3К2,13,1,1,1280741941,https://vk.com/images/places/clubs.png,136,55.701957,37.742735,От заката до рассвета,4,1489094464.0
136,Комсомольский просп. 28,1,1,1,1280741941,https://vk.com/images/places/clubs.png,137,55.727019,37.579681,Maska,4,1353173698.0
137,Газетный пер. 84,2,119,1,1280741941,https://vk.com/images/places/clubs.png,138,47.2272,39.714105,Асмолов,4,1415977754.0
138,факс)Новопесчаная 233б,3,119,1,1280741941,https://vk.com/images/places/clubs.png,139,47.234941,39.732162,Камасутра,4,1437782011.0
139,Лиговский просп. 50К13,8,2,1,1280741941,https://vk.com/images/places/clubs.png,140,59.925259,30.358139,Jesus,4,1390481354.0
140,Бауманская 5,18,625,1,1280741941,https://vk.com/images/places/clubs.png,141,56.344391,37.510628,Гелиос,4,1422006152.0
141,пл. Киевского Вокзала 2,64,1,1,1280741941,https://vk.com/images/places/clubs.png,142,55.74449,37.566302,Face,4,1479829094.0
142,Московская 75,63,78,1,1280741941,https://vk.com/images/places/clubs.png,143,52.608197,39.532349,Мегаполис,4,1488822518.0
143,Кузнецкий мост 3,3,1,1,1280741941,https://vk.com/images/places/clubs.png,144,55.761224,37.616575,Shelter,4,1458486877.0
144,Школьная 21,3,1,1,1280741941,https://vk.com/images/places/clubs.png,145,55.745808,37.672109,Old Street,4,1415890476.0
145,Усиевича 12К14,0,1,1,1280741941,https://vk.com/images/places/clubs.png,146,55.806267,37.528285,Manhattan,4,1421991528.0
146,Братиславская ,14,158,1,1280741941,https://vk.com/images/places/clubs.png,147,55.070035,60.107668,Van Gogh,4,1469622901.0
147,просп. Испытателей ,1,2,1,1280741941,https://vk.com/images/places/clubs.png,148,60.004586,30.285519,Malina,4,1345534546.0
148,Невский просп. 32К34,4,2,1,1280741941,https://vk.com/images/places/clubs.png,149,59.935534,30.328561,RAFINAD,4,1351964889.0
149,Республиканская 3К4,95,169,1,1280741941,https://vk.com/images/places/clubs.png,150,57.640084,39.885908,Король Королю,4,1477686741.0
150,Гоголя 15,135,99,1,1280741941,https://vk.com/images/places/clubs.png,151,55.043154,82.92405,Изюм,4,1489178710.0
151,Подольская 21,4,60,1,1280741941,https://vk.com/images/places/clubs.png,152,55.786764,49.122903,Тихое место,4,1351930904.0
152,Октябрьская 35,35,99,1,1280741941,https://vk.com/images/places/clubs.png,153,55.025003,82.919019,Rublev Bar,4,1463735379.0
153,добавочный 1а,5,42,1,1280741941,https://vk.com/images/places/clubs.png,154,51.653282,39.174568,Black and White,4,1355670999.0
154,Декабристов пл. 10,12,1,1,1280741941,https://vk.com/images/places/clubs.png,155,55.764085,37.487335,Бульвар,4,1488609928.0
155,наб. Большой Невки 10,13,110,1,1280741941,https://vk.com/images/places/clubs.png,156,58.008052,56.183863,Студклуб ПГУ,4,1475246364.0
156,Жуковского 102,43,99,1,1280741941,https://vk.com/images/places/clubs.png,157,55.0619,82.891297,Танцуки,4,1487499618.0
157,Верхний ,6,99,1,1280741941,https://vk.com/images/places/clubs.png,158,55.04157,82.934075,Красная площадь,4,1486620121.0
158,Ленинградский просп. 31,768,1,1,1280741941,https://vk.com/images/places/clubs.png,159,55.785994,37.559056,Arena Moscow,4,1484762691.0
159,выборгская 14,3,1,1,1280741941,https://vk.com/images/places/clubs.png,160,55.752242,37.633167,Лед,4,1354388918.0
160,Комендантский просп. 271,10,2,1,1280741941,https://vk.com/images/places/clubs.png,161,60.018425,30.24845,Take Five,4,1466759190.0
161,Забелина 1,3,1,1,1280741941,https://vk.com/images/places/clubs.png,162,55.754466,37.637367,Подвал на Солянке,4,1456810987.0
162,Петрозаводская 22,0,1,1,1280741941,https://vk.com/images/places/clubs.png,163,55.77716,37.565003,Times,4,1351286838.0
163,Липецкая 10,2,133,1,1280741941,https://vk.com/images/places/clubs.png,164,43.605614,39.715731,Agava,4,1435967164.0
164,Красных Партизан 204,1,72,1,1280741941,https://vk.com/images/places/clubs.png,165,45.049666,38.964848,Chicago,4,1415469012.0
165,Шпалерная 24,0,2,1,1280741941,https://vk.com/images/places/clubs.png,166,59.94946,30.350902,Пегас,4,1342913520.0
166,наб. канала Грибоедова 7,3,2,1,1280741941,https://vk.com/images/places/clubs.png,167,59.938982,30.327381,Бархат,4,1347703068.0
167,Тушинская ,9,146,1,1280741941,https://vk.com/images/places/clubs.png,168,54.190994,37.612757,Комплекс «Карамболь»,4,1455323799.0
168,Щукинская ,0,146,1,1280741941,https://vk.com/images/places/clubs.png,169,54.18846,37.681146,Петушки,4,
169,Д Ульянова 23,2,146,1,1280741941,https://vk.com/images/places/clubs.png,170,54.191747,37.584496,Бавария,4,1395998806.0
170,Ломоносовский пр. 5,7,146,1,1280741941,https://vk.com/images/places/clubs.png,171,54.511823,37.0514,Summer Club,4,1470776262.0
171,просп. Ленина 82,4,87,1,1280741941,https://vk.com/images/places/clubs.png,172,68.971302,33.077546,The Centre,4,1393937860.0
172,Ф.Энгельса 66,4,146,1,1280741941,https://vk.com/images/places/clubs.png,173,54.176525,37.594081,Чили,4,1391970598.0
173,Петроградская наб. ,6,2,1,1280741941,https://vk.com/images/places/clubs.png,174,59.957185,30.335727,Забава-бар,4,1485665377.0
174,Садовая 11,0,2,1,1280741941,https://vk.com/images/places/clubs.png,175,59.935412,30.334948,Seven Rooms,4,1407974721.0
175,Комендантский просп. 9К2,1,2,1,1280741941,https://vk.com/images/places/clubs.png,176,60.005459,30.263398,Versailles,4,1359788285.0
176,Страстной б-р 4К3,1,1,1,1280741941,https://vk.com/images/places/clubs.png,177,55.764987,37.608472,Пурга,4,1282085350.0
177,Маяковскай 71,4,61,1,1280741941,https://vk.com/images/places/clubs.png,178,54.681373,20.482882,Подводная лодка,4,1481460952.0
178,Марата 23,0,2,1,1280741941,https://vk.com/images/places/clubs.png,179,59.927874,30.352537,Barry White,4,
179,Бекетова 73а,3,95,1,1280741941,https://vk.com/images/places/clubs.png,180,56.293857,44.03051,Звезда,4,1399892566.0
180,Лесная 23,5,123,1,1280741941,https://vk.com/images/places/clubs.png,181,53.213078,50.125984,Леди-Рай,4,1445445356.0
181,осковский просп 37,4,60,1,1280741941,https://vk.com/images/places/clubs.png,182,55.767438,49.183867,Банзай,4,1393077272.0
182,Средний просп. В.О. ,0,2,1,1280741941,https://vk.com/images/places/clubs.png,183,59.938725,30.263496,Dance jazz-hall,4,1349473207.0
183,Болотная наб. 9а,8,1,1,1280741941,https://vk.com/images/places/clubs.png,184,55.740841,37.611212,Элизиум,4,1385848680.0
184,Ворошиловский просп. 12,1,119,1,1280741941,https://vk.com/images/places/clubs.png,185,47.219936,39.720259,Тема,4,1336629565.0
185,Невский 2а,20,1463,1,1280741941,https://vk.com/images/places/clubs.png,186,55.996198,37.21696,Bell Pub,4,1465678951.0
186,Максима Горького 87,2,99,1,1280741941,https://vk.com/images/places/clubs.png,187,55.028068,82.928604,Оскар,4,1350639907.0
187,3-я Советская 7,1,2,1,1280741941,https://vk.com/images/places/clubs.png,188,59.932117,30.369471,Галар «Кампот»,4,1312373961.0
188,Невский просп. 7К9,10,2,1,1280741941,https://vk.com/images/places/clubs.png,189,59.936544,30.313829,Celebrity,4,1356192071.0
189,Енисейская 5К2,4,1,1,1280741941,https://vk.com/images/places/clubs.png,190,55.858902,37.659578,Sharhouse,4,1420375617.0
190,Мориса Тереза просп ,1,119,1,1280741941,https://vk.com/images/places/clubs.png,191,47.227163,39.744968,Stereo Пляж,4,1438717729.0
191,Болдина ,6,146,1,1280741941,https://vk.com/images/places/clubs.png,192,54.17847,37.573744,Корона,4,1441484463.0
192,Шолохова 316,16,119,1,1280741941,https://vk.com/images/places/clubs.png,193,47.269994,39.824239,Zoloto,4,1485015671.0
193,Моховая 11,169,1,1,1280741941,https://vk.com/images/places/clubs.png,194,55.756184,37.61132,Дума,4,1485188800.0
194,Садовая 28-30,7,2,1,1280741941,https://vk.com/images/places/clubs.png,195,59.928077,30.327645,Черт Побери!,4,1485482927.0
195,Сельскохозяйственная 15К3,0,1,1,1280741941,https://vk.com/images/places/clubs.png,196,55.836686,37.638144,Сирена,4,1381481809.0
196,Лесная 43,8,1,1,1280741941,https://vk.com/images/places/clubs.png,197,55.780709,37.590506,Поляна,4,1369935530.0
197,Чапаева 5,16,2,1,1280741941,https://vk.com/images/places/clubs.png,198,59.958989,30.332747,Baranka,4,1355643966.0
198,Новослободская 36К1,13,1,1,1280741941,https://vk.com/images/places/clubs.png,199,55.784703,37.59648,New York Bar & Lounge,4,1391200362.0
199,Заневский просп. 38,7,2,1,1280741941,https://vk.com/images/places/clubs.png,200,59.933,30.431427,Las Vegas,4,1481914239.0
200,Покровка 17,215,1,1,1280741941,https://vk.com/images/places/clubs.png,201,55.759653,37.645258,Cuba Libre,4,1485662302.0
201,Рубинштейна 13,45,2,1,1280741941,https://vk.com/images/places/clubs.png,202,59.929538,30.343509,Terminal,4,1427619600.0
202,Белинского 9,3,2,1,1280741941,https://vk.com/images/places/clubs.png,203,59.937756,30.346402,Et Cetera,4,1344621614.0
203,наб. канала Грибоедова 7,153,2,1,1280741941,https://vk.com/images/places/clubs.png,204,59.938982,30.327281,Акакао,4,1489268549.0
204,Красная 64,162,72,1,1280741941,https://vk.com/images/places/clubs.png,205,45.026616,38.971405,Сахар,4,1488706839.0
205,В. Красносельская 44а,2,10,1,1280741941,https://vk.com/images/places/clubs.png,206,48.808495,44.767952,Sweet Life,4,1423380883.0
206,Ниж.Сусальный пер. 5,1,1,1,1280741941,https://vk.com/images/places/clubs.png,207,55.761338,37.663033,Aura,4,1395698910.0
207,Ленина 8,0,57,1,1280741941,https://vk.com/images/places/clubs.png,208,52.28858,104.278423,Амстердам,4,
208,Рождественская 20,102,95,1,1280741941,https://vk.com/images/places/clubs.png,209,56.328414,43.990311,Shizgara,4,1486848234.0
